Date,3M,6M,9M,1Y,15M,18M,21M,2Y,27M,30M,33M,3Y
2024-06-03,0.09044169273827796,0.0892850985312501,0.08767481883110465,0.0865774169066733,0.08647439477638647,0.08548685379865703,0.08566032980707826,0.08502958572304989,0.08586283898432102,0.08560029542594952,0.08511445389854705,0.08496716963705074
2024-06-04,0.09044480673827796,0.0892850985312501,0.08767481883110465,0.0865774169066733,0.08651418577638648,0.08548685379865703,0.08566032980707826,0.08502958572304989,0.08586243898432103,0.08560029542594952,0.08518459489854704,0.08496716963705074
2024-06-05,0.09030648073827796,0.0892850985312501,0.08767481883110465,0.0865774169066733,0.08651455877638647,0.08548685379865703,0.08566032980707826,0.08502958572304989,0.08585796098432102,0.08559562842594952,0.08518459489854704,0.08496298363705074
2024-06-06,0.09044480673827796,0.0887972075312501,0.08767481883110465,0.0865774169066733,0.08650749477638647,0.08548535979865703,0.08566032980707826,0.08502510272304989,0.08585284798432102,0.08559417242594951,0.08518017289854704,0.08495885463705073
2024-06-07,0.09043857873827796,0.0886736945312501,0.08763627283110464,0.0865705929066733,0.08650806477638646,0.08548464579865703,0.08565573980707826,0.08501969072304988,0.08585708998432103,0.08559740142594952,0.08517637089854704,0.08495832763705073
2024-06-10,0.09044480673827796,0.0886800955312501,0.08763627283110464,0.0865774169066733,0.08651418577638648,0.08549230779865702,0.08566101880707826,0.08502958572304989,0.08586243898432103,0.08560399542594951,0.08518508289854704,0.08496716963705074
2024-06-11,0.09044480673827796,0.0886800955312501,0.08763627283110464,0.0865774169066733,0.08651418577638648,0.08549230779865702,0.08566101880707826,0.08502958572304989,0.08586243898432103,0.08560399542594951,0.08518508289854704,0.08496716963705074
2024-06-12,0.09044480673827796,0.0886800955312501,0.08763627283110464,0.0866439789066733,0.08659098577638646,0.08556965079865703,0.08566101880707826,0.08502768772304989,0.08585520998432103,0.08559650742594951,0.08518508289854704,0.08496156963705073
2024-06-13,0.09044480673827796,0.0886800955312501,0.08763627283110464,0.0866439789066733,0.08650749477638647,0.08556373579865703,0.08566101880707826,0.08502321072304989,0.08585284798432102,0.08559206342594951,0.08518066089854705,0.08495743863705074
2024-06-14,0.09057686373827797,0.0886736945312501,0.08763627283110464,0.0866371369066733,0.08650768577638647,0.08556197179865703,0.08565573980707826,0.08501778672304988,0.08585685398432102,0.08559457842594952,0.08517637089854704,0.08495690263705073
2024-06-17,0.09073132473827797,0.0889240705312501,0.08775190683110465,0.0868626509066733,0.08687816977638646,0.08593477579865702,0.08602810880707826,0.08543120072304988,0.08630323998432103,0.08596418142594951,0.08575022489854706,0.08564041963705074
2024-06-18,0.09073132473827797,0.0889240705312501,0.08775190683110465,0.0868626509066733,0.08683977877638646,0.08582844979865703,0.08569781280707825,0.08487511872304988,0.08574284498432103,0.08532171842594952,0.08511194689854705,0.08484614163705073
2024-06-19,0.09073132473827797,0.0885532165312501,0.08767481883110465,0.0867961039066733,0.08677259177638647,0.08575448079865702,0.08562146880707826,0.08479896272304989,0.08566157998432103,0.08524265842594951,0.08499575089854705,0.08473566063705074
2024-06-20,0.09058312873827797,0.0883091965312501,0.08759772583110464,0.08672004390667329,0.08668946577638648,0.08567339579865703,0.08554511980707825,0.08471866772304988,0.08558061998432102,0.08516295142594951,0.08492527089854704,0.08465571963705074
2024-06-21,0.09057686373827797,0.08781488853125011,0.08759772583110464,0.08671318190667329,0.08669004177638646,0.08567613379865703,0.08553986680707826,0.08471323972304988,0.08558482098432102,0.08516843742594951,0.08492099889854704,0.08465515063705073
2024-06-24,0.09062264873827797,0.08806514653125011,0.08753026583110465,0.0866439789066733,0.08659050577638647,0.08557520579865703,0.08546859380707825,0.08465692972304988,0.08551471898432103,0.08510769342594951,0.08485339289854704,0.08458767263705073
2024-06-25,0.09062264873827797,0.08806514653125011,0.08753026583110465,0.0866439789066733,0.08659050577638647,0.08557520579865703,0.08546859380707825,0.08465692972304988,0.08551471898432103,0.08510769342594951,0.08485339289854704,0.08458767263705073
2024-06-26,0.09043492673827797,0.0887386525312501,0.08753026583110465,0.0866439789066733,0.08659101277638646,0.08556912279865703,0.08546859380707825,0.08465692972304988,0.08551040698432102,0.08509905742594952,0.08485339289854704,0.08458354963705074
2024-06-27,0.09065228773827796,0.0888947955312501,0.08782899083110465,0.08672004390667329,0.08658371677638646,0.08556180379865702,0.08546327980707825,0.08465038872304988,0.08550515798432103,0.08509367242594952,0.08484527289854704,0.08457785963705074
2024-06-28,0.09111020473827797,0.0891809955312501,0.08835882183110463,0.08700779990667329,0.08709157877638646,0.08600188379865703,0.08568172280707825,0.08489990472304988,0.08530477598432103,0.08495899842594952,0.08478513389854705,0.08476174663705073
2024-07-01,0.09124502973827797,0.0891809955312501,0.08835541083110465,0.0870147419066733,0.08709749477638647,0.08599519879865702,0.08568600780707826,0.08490981572304988,0.08530991898432103,0.08495096342594952,0.08479361789854704,0.08477059963705073
2024-07-02,0.09111660973827795,0.08903791953125009,0.08835541083110465,0.0870147419066733,0.08709784477638646,0.08600194379865703,0.08568600780707826,0.08490981572304988,0.08531013098432103,0.08495237442594951,0.08479361789854704,0.08477059963705073
2024-07-03,0.09086963673827797,0.0889598655312501,0.08835541083110465,0.0867961039066733,0.08703134477638647,0.08592835379865703,0.08560829980707826,0.08483798672304989,0.08523924598432102,0.08488174642594952,0.08471223589854704,0.08469364663705074
2024-07-04,0.09086963673827797,0.08895339153125009,0.08835541083110465,0.0867961039066733,0.08702451977638646,0.08592654879865702,0.08560308080707826,0.08483356272304989,0.08523428998432102,0.08488414842594952,0.08470794789854705,0.08468953663705074
2024-07-05,0.09072502173827796,0.08895662853125011,0.08834518183110465,0.0868557499066733,0.08709264877638646,0.08600926179865703,0.08567371780707825,0.08490424572304989,0.08523648498432103,0.08481676042594952,0.08470344689854704,0.08437145263705073
2024-07-08,0.09157099973827797,0.08903791953125009,0.08867316583110464,0.0868626509066733,0.08709660677638648,0.08608827879865702,0.08568029980707825,0.08491414172304988,0.08524043298432102,0.08481510142594952,0.08470947589854705,0.08438022763705073
2024-07-09,0.09228211473827796,0.0894086335312501,0.08931807083110464,0.0872713439066733,0.08746883077638647,0.08634580179865703,0.08585321080707825,0.08504882272304988,0.08541420198432102,0.08498780742594951,0.08489435989854704,0.08452689563705074
2024-07-10,0.09228211473827796,0.0894086335312501,0.08931807083110464,0.0872713439066733,0.08746883077638647,0.08634580179865703,0.08585321080707825,0.08504882272304988,0.08540967198432102,0.08499004142594951,0.08489006089854705,0.08452283463705074
2024-07-11,0.09228211473827796,0.0894020405312501,0.08931807083110464,0.0872713439066733,0.08746190477638646,0.08633788179865703,0.08584798380707825,0.08504438572304988,0.08540463698432102,0.08498564442594951,0.08488572389854704,0.08451868663705074
2024-07-12,0.09227539973827796,0.0894053365312501,0.08931098883110464,0.0871883289066733,0.08730897177638647,0.08626604879865703,0.08584401080707826,0.08504102272304988,0.08541378498432102,0.08499344242594951,0.08488646789854705,0.08451966063705074
2024-07-15,0.09214385273827796,0.0893403495312501,0.08899084483110464,0.0871192909066733,0.08724856177638646,0.08619180679865704,0.08578141880707826,0.08497512272304988,0.08534283298432102,0.08491875542594951,0.08482144389854704,0.08445266963705074
2024-07-16,0.09199570873827796,0.0892623075312501,0.08867316583110464,0.0870527609066733,0.08717220977638647,0.08611520779865703,0.08570943680707827,0.08490873472304988,0.08526678498432103,0.08483806242594952,0.08474839389854705,0.08437622263705073
2024-07-17,0.09185743673827795,0.0891842625312501,0.08835541083110465,0.0869767209066733,0.08717258777638646,0.08610990079865703,0.08571514780707826,0.08491089672304988,0.08526249298432102,0.08483401842594951,0.08474811389854706,0.08437377663705074
2024-07-18,0.09185743673827795,0.0891094555312501,0.08802794783110465,0.0869006759066733,0.08708899477638646,0.08604106779865703,0.08564778680707825,0.08483060072304988,0.08519108498432103,0.08476969942594952,0.08467050589854705,0.08430391663705074
2024-07-19,0.09171259473827796,0.08903467253125011,0.08802121583110464,0.0868937639066733,0.08708990577638646,0.08604720179865702,0.08564400580707826,0.08482513672304988,0.08519542598432102,0.08477514242594951,0.08467135089854705,0.08430330463705074
2024-07-22,0.09171915973827796,0.08903791953125009,0.08797015183110465,0.0869006759066733,0.08709620277638647,0.08604961579865703,0.08565406980707826,0.08483501672304988,0.08520079098432103,0.08477673742594952,0.08467981989854705,0.08431206963705073
