Date,1Y,2Y,3Y,5Y,7Y,10Y,15Y,20Y,30Y
2026-08-18,0.0684807403701919,0.0694830768834205,0.0701797531358084,0.0757938071868068,0.0764034315672181,0.0779613844290263,0.0795853706792001,0.0809391428630409,0.0821319594326105
2026-08-17,0.068480740370195,0.0694830768834493,0.0701842791199532,0.0758974833671046,0.0764141193623668,0.0780117149803603,0.0795599733964843,0.0809212832574171,0.0821177433663688
2026-08-14,0.0705290219652742,0.0715441809945603,0.0722449587750339,0.0778504666085113,0.0783988668139219,0.079737345349281,0.0817013693379414,0.0831415461875676,0.0843379512322266
2026-08-13,0.070542337111513,0.0715399986332724,0.0722447975229986,0.0779674870680488,0.0784179760887662,0.0797091399451609,0.0816941792313631,0.0831359356566193,0.0843337800374891
2026-08-12,0.070542337111513,0.0715365080287552,0.0722427162108845,0.0778191634172486,0.0783467442649244,0.0797365404105349,0.0817131590846438,0.0831502397690743,0.0843444086165258
2026-08-11,0.0704305042642254,0.0714317128868369,0.0721279552548038,0.0778242286854471,0.0783593623965717,0.0796815702132098,0.0817362544508297,0.0831688039094609,0.0843588438258472
2026-08-10,0.0704305042642252,0.0714317128868363,0.0721327291770752,0.0778214595621269,0.0783248199702902,0.0796606970272041,0.0817471296766944,0.0831793749754865,0.0843641928318497
2026-08-07,0.0704172308081883,0.0714324102596208,0.0721331994603397,0.0777169932903358,0.0783125159729702,0.079661604213799,0.081760077436318,0.0831873578928977,0.0843697306972822
2026-08-06,0.0704305042642252,0.0714282412352209,0.0721330389806371,0.077684955311572,0.0782340740435561,0.0796392416521119,0.0817816756678588,0.0831241216203858,0.0842840455491127
2026-08-05,0.0686954939413057,0.0697007467754908,0.0703967332566771,0.0760194272378882,0.076513362627425,0.0779501984402948,0.0801353806750378,0.0813756568728265,0.0825155196664568
2026-08-04,0.0686954939412985,0.0697073737791501,0.0703938640430638,0.0760620876248524,0.0765084599820492,0.0779976142682332,0.0801188287854348,0.0813633038236559,0.08250844520166
2026-08-03,0.0686954939412985,0.0697073737791501,0.0703984161603834,0.0760062787093453,0.0764227275024181,0.0779902709201556,0.0801388406339358,0.0813808824001944,0.0825187561454885
2026-07-31,0.0683001441884723,0.0693157219791887,0.070016729495072,0.0760285380644705,0.0764391408452891,0.0780244543029036,0.0802233746520655,0.0813745484116608,0.0825143701654165
2026-07-30,0.0683126401820873,0.0693118011111598,0.0700165831774585,0.076071000972939,0.0764327792205107,0.0780466425607355,0.0801534847147406,0.0813902288867098,0.0825249533958254
2026-07-29,0.0683126401820871,0.0693085206204089,0.0700146235603246,0.0760291644821517,0.0764754367158146,0.0780062659685985,0.0801621601377849,0.0813964656423583,0.0825299283166217
2026-07-28,0.0683126401820871,0.0693150737963672,0.0700117873430689,0.0759973910366146,0.0764447346221275,0.0780017103906543,0.0801706838979992,0.0814036022240267,0.0825363590570155
2026-07-27,0.0683126401820871,0.0693150737963671,0.070016292253123,0.0760159890825612,0.0764423794207053,0.0779991246981911,0.0801695179884135,0.0814047353257211,0.0825352734516669
2026-07-24,0.0683001441884405,0.0693157219791586,0.0698462602549145,0.0759890953246666,0.0764668103127547,0.0779705610779468,0.0802471922575506,0.0813930226475975,0.0825271627753807
2026-07-23,0.0683126401820872,0.0693118011111598,0.069846114332158,0.0760102795894393,0.0764514219819704,0.0780218532626663,0.0802338376532678,0.0813826640547183,0.0825197155842237
2026-07-22,0.0683126401820872,0.0693085206204089,0.0698441745954257,0.0760429086359827,0.0764623038105277,0.0779915173263688,0.0802372453521805,0.081384796474102,0.0825218440048882
2026-07-21,0.0681538529426449,0.0690016600688184,0.069529769812315,0.0760506056697211,0.0764830850815187,0.0780293283055097,0.0802507613306411,0.0813957879963701,0.082530937853073
2026-07-20,0.0678081700051979,0.0687238511452428,0.0694260992342679,0.0760519740712391,0.0764694957504026,0.0779724542146455,0.0802854799516524,0.0814247903780979,0.0825491612460617
2026-07-17,0.0677958558204876,0.0687244701342127,0.0694265168191535,0.076032583916927,0.0764814299293136,0.078011394024308,0.0803213766068304,0.0813980603578021,0.0825306512231911
2026-07-16,0.0667142774622043,0.0677145069111349,0.0684192846769534,0.075190479241753,0.0755532559225294,0.0770313956743382,0.0793354110228793,0.0802121173942591,0.081388764719927
2026-07-15,0.0667142774622036,0.0677113731213093,0.0684174103024228,0.0750954000587682,0.0755444473864876,0.0770172284166313,0.0792893775194684,0.080245031471358,0.0814121847130967
2026-07-14,0.0667142774622036,0.0677176332330824,0.0684147004872477,0.0750955731119849,0.0755445721658554,0.0769919006817672,0.0792955579363868,0.0801724548357332,0.0814628620769763
