Date,ON,1M,2M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y
2023-01-03,0.001999995,0.048898322,0.048806965,0.053643653,0.059367479,0.059171108,0.071391065,0.069098942,0.066873344,0.064854434,0.062991931
2023-01-04,0.001999995,0.048891781,0.048800457,0.053643653,0.059367479,0.059171108,0.071391599,0.069086205,0.06687913,0.064859755,0.062992026
2023-01-05,0.001999995,0.048895051,0.048803711,0.053643653,0.059367479,0.059171108,0.071392134,0.069092573,0.066884918,0.064859755,0.06299212
2023-01-06,0.001999984,0.048898322,0.048806965,0.053643653,0.059367479,0.059171108,0.071380083,0.069098942,0.066884918,0.064859755,0.062992214
2023-01-09,0.001999995,0.048898322,0.048806965,0.053639729,0.059362698,0.059171108,0.071394272,0.069098942,0.066884918,0.064849114,0.062987668
2023-01-10,0.001999995,0.048898322,0.048806965,0.053643653,0.059367479,0.059171108,0.071394806,0.069098942,0.066884918,0.064854434,0.062992592
2023-01-11,0.001999995,0.048891781,0.048800457,0.053643653,0.059367479,0.059171108,0.07139534,0.069086205,0.06687913,0.064859755,0.062992686
2023-01-12,0.001999995,0.048895051,0.048803711,0.053643653,0.059367479,0.059171108,0.071395875,0.069092573,0.066884918,0.064859755,0.06299278
2023-01-13,0.001999984,0.048898322,0.048806965,0.053643653,0.059367479,0.059171108,0.071383803,0.069098942,0.066884918,0.064859755,0.062992875
2023-01-16,0.001999995,0.048898322,0.048806965,0.053639729,0.059362698,0.059171108,0.071398013,0.069098942,0.066884918,0.064849114,0.062988328
2023-01-17,0.001999995,0.048898322,0.048806965,0.053643653,0.059367479,0.059171108,0.071398547,0.069098942,0.066873344,0.064854434,0.062993252
2023-01-18,0.001999995,0.048891781,0.048800457,0.053643653,0.059367479,0.059171108,0.071399082,0.069086205,0.06687913,0.064859755,0.062993346
2023-01-19,0.001999956,0.048895051,0.048803711,0.053643653,0.059367479,0.059171108,0.071399617,0.069092573,0.066884918,0.064859755,0.06299344
2023-01-27,0.001999984,0.048898322,0.048806965,0.053643653,0.059367479,0.059171108,0.071391245,0.069054395,0.066884918,0.064859755,0.062994195
2023-01-30,0.001999995,0.048904865,0.048806965,0.05362796,0.059362698,0.059171108,0.071405497,0.069073476,0.066884918,0.064849114,0.062989648
2023-01-31,0.001999995,0.048908137,0.048806965,0.053631882,0.059367479,0.059171108,0.071406032,0.06907984,0.066873344,0.064854434,0.062994572
2023-02-01,0.001999995,0.048908137,0.048800457,0.053635805,0.059367479,0.059171108,0.071406566,0.069086205,0.06687913,0.064859755,0.062994666
