Date,ON,1M,2M,3M,6M,9M,1Y,2Y,3Y,4Y,5Y
2023-01-03,-0.004489392196580455,0.03605044423963573,0.03642454670033526,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.053403486802765174,0.05932789907699869,0.06337628326856867,0.06602091084444808,0.06761612173135753
2023-01-04,-0.004489392196580455,0.03604390323963573,0.036418038700335255,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.05340402080276517,0.05931516207699869,0.06338206926856868,0.06602623184444809,0.06761621673135754
2023-01-05,-0.004489392196580455,0.03604717323963573,0.036421292700335256,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.053404555802765166,0.059321530076998696,0.06338785726856869,0.06602623184444809,0.06761631073135753
2023-01-06,-0.004489403196580455,0.03605044423963573,0.03642454670033526,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.05339250480276517,0.05932789907699869,0.06338785726856869,0.06602623184444809,0.06761640473135754
2023-01-09,-0.004489392196580455,0.03605044423963573,0.03642454670033526,0.03987184768002826,0.04284934386569443,0.04452717261773072,0.053406693802765165,0.05932789907699869,0.06338785726856869,0.06601559084444808,0.06761185873135753
2023-01-10,-0.004489392196580455,0.03605044423963573,0.03642454670033526,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.053407227802765175,0.05932789907699869,0.06338785726856869,0.06602091084444808,0.06761678273135753
2023-01-11,-0.004489392196580455,0.03604390323963573,0.036418038700335255,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.05340776180276517,0.05931516207699869,0.06338206926856868,0.06602623184444809,0.06761687673135754
2023-01-12,-0.004489392196580455,0.03604717323963573,0.036421292700335256,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.05340829680276517,0.059321530076998696,0.06338785726856869,0.06602623184444809,0.06761697073135753
2023-01-13,-0.004489403196580455,0.03605044423963573,0.03642454670033526,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.053396224802765166,0.05932789907699869,0.06338785726856869,0.06602623184444809,0.06761706573135753
2023-01-16,-0.004489392196580455,0.03605044423963573,0.03642454670033526,0.03987184768002826,0.04284934386569443,0.04452717261773072,0.053410434802765167,0.05932789907699869,0.06338785726856869,0.06601559084444808,0.06761251873135753
2023-01-17,-0.004489392196580455,0.03605044423963573,0.03642454670033526,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.05341096880276518,0.05932789907699869,0.06337628326856867,0.06602091084444808,0.06761744273135753
2023-01-18,-0.004489392196580455,0.03604390323963573,0.036418038700335255,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.05341150380276517,0.05931516207699869,0.06338206926856868,0.06602623184444809,0.06761753673135754
2023-01-19,-0.004489431196580455,0.03604717323963573,0.036421292700335256,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.05341203880276517,0.059321530076998696,0.06338785726856869,0.06602623184444809,0.06761763073135753
2023-01-27,-0.004489403196580455,0.03605044423963573,0.03642454670033526,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.053403666802765176,0.0592833520769987,0.06338785726856869,0.06602623184444809,0.06761838573135753
2023-01-30,-0.004489392196580455,0.03605698723963573,0.03642454670033526,0.03986007868002826,0.04284934386569443,0.04452717261773072,0.05341791880276517,0.05930243307699869,0.06338785726856869,0.06601559084444808,0.06761383873135753
2023-01-31,-0.004489392196580455,0.036060259239635725,0.03642454670033526,0.03986400068002825,0.04285412486569444,0.04452717261773072,0.053418453802765165,0.059308797076998696,0.06337628326856867,0.06602091084444808,0.06761876273135753
2023-02-01,-0.004489392196580455,0.036060259239635725,0.036418038700335255,0.039867923680028255,0.04285412486569444,0.04452717261773072,0.053418987802765175,0.05931516207699869,0.06338206926856868,0.06602623184444809,0.06761885673135754
2023-02-02,-0.004489392196580455,0.036060259239635725,0.036421292700335256,0.03987184768002826,0.04285412486569444,0.04452717261773072,0.05341952280276517,0.059321530076998696,0.06338785726856869,0.06602623184444809,0.06761895173135753
2023-02-03,-0.004489403196580455,0.036060259239635725,0.03642454670033526,0.03987577168002826,0.04285412486569444,0.04452717261773072,0.053407387802765174,0.05932789907699869,0.06338785726856869,0.06602623184444809,0.06761904573135753
