Date,3M,6M,9M,1Y,15M,18M,21M,2Y,27M,30M,33M,3Y,5Y,7Y,10Y,15Y,20Y,30Y
2026-08-18,0.07744909871177796,0.07970697958555739,0.08076096281618457,0.07898676574764245,0.07965734295119213,0.0798867784436648,0.07980354602658339,0.0799445113124865,0.08043963860810814,0.08087706824753857,0.08091207627422764,0.08086004711225311,0.0865108228417687,0.08710379812618972,0.08869256730026534,0.09038735502870944,0.09186307432081667,0.09325669646554909
2026-08-17,0.07744909871177752,0.07861157552660161,0.07987576944455207,0.0789867657476561,0.07965734295120734,0.07990207586839522,0.07982694606357349,0.07994451131263822,0.08044808378849963,0.08088246701044474,0.08092722452532748,0.08086603917650671,0.08661492527363704,0.08711313859404912,0.08874304878287938,0.0903572951421496,0.0918420249513956,0.09323957651416484
2026-08-14,0.07641317582256366,0.08226102273438979,0.0798757694445681,0.07897011878408916,0.07965444318978769,0.079852041118982,0.07982156758918355,0.07994440228258505,0.08045153705605843,0.0808597795811839,0.08092749538234714,0.08086596550067797,0.08649902355311109,0.08703234224281453,0.08838966163410872,0.09042986103610084,0.09197442023332403,0.09333187342701982
2026-08-13,0.07609554615124972,0.08225188188953175,0.0798757694445681,0.0789867657476562,0.07964745748311089,0.07984658921450799,0.07981618096349426,0.07994018369962387,0.08045264671792528,0.08086086315655948,0.08092430481504526,0.08086635993229783,0.08661719734756614,0.08705021229105762,0.0883593166590789,0.09042201359623686,0.09196828766874608,0.09332728496207231
2026-08-12,0.07626231307518999,0.08227016627934268,0.08076096281611071,0.0789867657476562,0.07966230983136073,0.07983800052999582,0.07980354602665232,0.0799358458667798,0.08044665908579711,0.08085999933948956,0.08090517413530181,0.0808636944784474,0.0864678565665202,0.08698027884467804,0.0883902068078828,0.09044338466277076,0.09198439688492133,0.0933394410338596
2026-08-11,0.0766841040071357,0.08227016627934246,0.0807609628161833,0.0789867657476562,0.0796605443978027,0.07985101765609316,0.07980354602665236,0.07994451131263824,0.08044143678478444,0.08085527452667388,0.08091207627449694,0.08086004711265561,0.08658586748425207,0.0871054116511506,0.08844573795917886,0.09058229717735457,0.09211965509156333,0.093472434373493
2026-08-10,0.07668410400713702,0.08227016627934246,0.0807609628161833,0.07902372715071523,0.07966054439780268,0.07985101765609316,0.07980354602665236,0.0799429745001609,0.080449886334832,0.08085138449632588,0.08091207627449694,0.08086500069282823,0.0865820903549965,0.08706999274603837,0.08842449848856046,0.09059472005758913,0.09213185923843359,0.09347844610630465
2026-08-07,0.07680536135953432,0.08226102273439742,0.0807609628161833,0.07900706480850773,0.07965276926219904,0.0798519810291524,0.07979820411482004,0.07994211573100778,0.08045057264829643,0.08085974292059132,0.08091233141539,0.08086442038928834,0.08647658582190679,0.08705801331594773,0.08842653117638806,0.09060920264171697,0.09214058689383604,0.09348453189688234
2026-08-06,0.07668410400713659,0.08225188188953171,0.0807609628161833,0.07902372715071515,0.07964500471702854,0.07984641492625652,0.07979285393760865,0.07993864898661704,0.08045122026915666,0.08086075787571784,0.08090914041958344,0.08086533482938321,0.08644502746821285,0.08697892437812564,0.08840566991351145,0.09063429703114277,0.09207299070163888,0.09339125282561907
2026-08-05,0.07682142161121377,0.08227016627934246,0.0807609628161833,0.07902372715071526,0.07965996968732095,0.07983800052999572,0.07980354602665234,0.07993431324751515,0.08044534308726467,0.08086000184808129,0.0809051741353018,0.08086265486875116,0.08652077414556593,0.08699605323589724,0.08845953100225906,0.090750937654599,0.09209571542809745,0.09342333694614383
2026-08-04,0.07632117031590949,0.08227016627934246,0.07909367502873837,0.07902372715071526,0.07966206346902419,0.07985101765609325,0.07984763437877833,0.07994297450016088,0.08044229001104906,0.08085527452667386,0.08094061732450497,0.08085901052056857,0.08656371410781284,0.08699031120363614,0.08850815348155736,0.09073117777370275,0.09208101476110643,0.09341495790080992
2026-08-03,0.07644869134210297,0.08227016627934246,0.0790936750287268,0.07902372715071526,0.07966152970929787,0.07985101765609325,0.07984763437877844,0.07994297450016088,0.08045044110581877,0.08085138449632584,0.08094061732450514,0.08086500069282829,0.08650705921043916,0.08690392320022385,0.08850303566549779,0.09075487544826814,0.09210197726776936,0.09342710219199397
2026-07-31,0.07630531785519296,0.0822610227343973,0.0790936750287268,0.07900706480850771,0.0796549035797826,0.07985205764477313,0.07984222357889595,0.07994359067345165,0.08045177829119704,0.08085978966351055,0.08094090209800779,0.08086541706496687,0.0869168948727637,0.08730457698148233,0.08892288480223279,0.09123144516517327,0.09248095262608505,0.09381689753957977
2026-07-30,0.07595820342075854,0.08225188188953185,0.07872712826283945,0.07863556426530585,0.0791502044068668,0.07937213096986416,0.07937063545140544,0.0795122618922297,0.07994886765480134,0.08035194731649388,0.08043316408450263,0.0802788534757509,0.08637565536765503,0.08671666330974892,0.08836494495614312,0.09057080582376671,0.09191031023400532,0.09322885207844837
2026-07-29,0.07583066662792824,0.0822701662793427,0.07872712826283768,0.07863556426530319,0.07916608903375152,0.07936360195010922,0.07936529564238379,0.07950797332282152,0.07994378494573692,0.08035107109182156,0.08043002790392029,0.08027624437772668,0.08633343834038444,0.08676139960524697,0.08832263526711359,0.0905810277120737,0.09191765622800582,0.09323487446480506
2026-07-28,0.07583066662792824,0.08227016627934247,0.07872712826283768,0.07863556426530319,0.07916608903375143,0.07937644512124259,0.07937596725356139,0.0795165403319451,0.07993960646945707,0.08034639104237568,0.08042602391955941,0.08027264418139841,0.0863013056399123,0.08673052005718936,0.08831891138655441,0.09059095973379028,0.09192606493098919,0.09324259366049409
2026-07-27,0.07583066662792824,0.08066736257031407,0.07835945838326697,0.07827499233885539,0.07879950254955818,0.0790283145997518,0.07902204927415657,0.07923314160523781,0.07967202039827864,0.08006871367060305,0.08015967212897428,0.0799941542469838,0.08603349241608538,0.0864419074418634,0.08802869213409091,0.09029917899798263,0.09163383874455099,0.09294149873504544
2026-07-24,0.07679555720390406,0.08065856945095919,0.07834296556857812,0.07825864017658678,0.0787882638521915,0.07902902164374252,0.07902114361254832,0.07923373888772654,0.07967058375818377,0.0800767868549556,0.08015908508674188,0.07999455698572853,0.08617518935121969,0.08663201446080272,0.08816275691941645,0.09054623566901804,0.09178239364909238,0.09309712019356273
2026-07-23,0.07695873446267817,0.07949775898899303,0.07835945838326673,0.07827499233885496,0.07877964392226815,0.07903878058147516,0.07901676358534133,0.07922888919320697,0.07967057966123363,0.08008712829963306,0.08015994045660556,0.07999452112520952,0.0861966156287765,0.08661574281105815,0.08821597421165026,0.09053041060870931,0.09177010182411413,0.0930882461374064
