Date,ON,1W,1M,2M,3M,6M,9M,1Y,2Y,3Y,5Y,7Y,10Y,15Y
8/22/2025,0.043792114,0.043901797,0.043845062,0.043196195,0.042657167,0.041075118,0.039751245,0.0384822,0.035143712,0.034252126,0.034680026,0.035999429,0.038067568,0.040745161
8/21/2025,0.043695992,0.043879881,0.043834831,0.043161955,0.042611813,0.041001146,0.039630456,0.038365838,0.035061711,0.034221553,0.034710635,0.036064937,0.038173646,0.040909922
8/20/2025,0.043898744,0.044017632,0.043896725,0.04309855,0.042375913,0.040671122,0.039312113,0.037979289,0.034756697,0.033921732,0.034374673,0.035768123,0.037883175,0.040630402
8/19/2025,0.044000129,0.044082711,0.043880733,0.043111375,0.042475114,0.040684497,0.039386123,0.038134046,0.034844314,0.034029625,0.034534133,0.035907545,0.038021225,0.040746512
8/18/2025,0.044202878,0.04421434,0.043899252,0.043195505,0.042567596,0.040887938,0.039543892,0.038304957,0.035005235,0.034175217,0.034717087,0.03607586,0.038160478,0.040857637
8/15/2025,0.043994818,0.044172586,0.044079458,0.04308357,0.042440064,0.040666466,0.039254645,0.037977691,0.034669101,0.033871303,0.034456633,0.035820432,0.037924325,0.040639259
8/14/2025,0.043898744,0.044188191,0.044108738,0.04302993,0.042420099,0.040632053,0.039220425,0.037953353,0.034689501,0.033882283,0.03435901,0.035620072,0.037614896,0.040202641
8/13/2025,0.044202878,0.044318782,0.044119177,0.043137446,0.042290909,0.04030063,0.038845104,0.037465722,0.034240795,0.033474562,0.033966907,0.035277178,0.037306199,0.039941842
8/12/2025,0.044000129,0.044178394,0.044109254,0.043267686,0.042573538,0.040546507,0.039205386,0.037944813,0.034853865,0.034167594,0.034679968,0.035977061,0.037967794,0.040611605
8/11/2025,0.044101504,0.044230719,0.044111465,0.043359186,0.042752268,0.040936126,0.039538374,0.038299626,0.035094356,0.034263261,0.034587844,0.035755247,0.037635245,0.040148101
8/8/2025,0.044096174,0.044212704,0.044117024,0.043309975,0.042727557,0.040882341,0.039459762,0.038205592,0.034932735,0.034083833,0.034479733,0.035706424,0.037650356,0.040217898
8/7/2025,0.044000129,0.044184967,0.044107283,0.04326217,0.04266948,0.040784144,0.039274741,0.037954065,0.034551338,0.03366817,0.034022688,0.035225866,0.037165323,0.039697004
8/6/2025,0.044000129,0.044118622,0.044083113,0.043442864,0.042722345,0.040902059,0.039459444,0.038084741,0.0346456,0.033740069,0.034050467,0.035240642,0.037133643,0.039640946
8/5/2025,0.043898744,0.044023182,0.043991832,0.043395812,0.042752843,0.040808922,0.039414733,0.038104398,0.034605966,0.033710622,0.034015855,0.035207429,0.03711043,0.039630086
8/4/2025,0.044000129,0.04407652,0.043985574,0.043471933,0.042853031,0.040866186,0.039347013,0.038002982,0.034523902,0.033611936,0.033959445,0.035200394,0.037161103,0.039738999
8/1/2025,0.044501581,0.044395426,0.044021747,0.043516416,0.043012515,0.041225769,0.039829038,0.038557176,0.035091816,0.034136846,0.034360257,0.035535573,0.037397735,0.03986349
7/31/2025,0.043797369,0.043914612,0.044000512,0.043819182,0.043614728,0.042586629,0.041525613,0.040391566,0.036745566,0.03556252,0.035597957,0.036575929,0.038237605,0.040509995
7/30/2025,0.044202878,0.044148331,0.043988627,0.043765342,0.04332432,0.041998735,0.040847754,0.039665499,0.036412476,0.03543786,0.035622874,0.036753518,0.038543811,0.040910826
7/29/2025,0.044202878,0.044139988,0.043999402,0.043804289,0.043401758,0.042065097,0.040847745,0.039682049,0.036344137,0.03535918,0.035596172,0.036749836,0.038570925,0.040972062
7/28/2025,0.044202878,0.044170242,0.044070138,0.043874789,0.0435098,0.042174577,0.041001617,0.039880726,0.036582958,0.035642705,0.035927412,0.037109577,0.038963334,0.04141071
7/25/2025,0.043589416,0.043761264,0.044028321,0.043863036,0.043494778,0.042154415,0.040967677,0.039830277,0.036492534,0.035557194,0.035914687,0.037092284,0.03894406,0.041387706
7/24/2025,0.043391867,0.043656256,0.043972722,0.043842085,0.043532424,0.042229269,0.0410142,0.039833641,0.036412929,0.035479678,0.035837246,0.037035308,0.038910934,0.041383473
7/23/2025,0.043391867,0.043605873,0.043970923,0.043894218,0.043514932,0.04216104,0.040783904,0.039473172,0.035823661,0.034876024,0.035296022,0.036606782,0.038571868,0.041162099
7/22/2025,0.043391867,0.043585405,0.04394405,0.043903884,0.043556904,0.042105721,0.040776301,0.039425779,0.035636171,0.034659105,0.035038045,0.036334593,0.038280714,0.0408201
