Date,3M,6M,9M,1Y,15M,18M,21M,2Y,27M,30M,33M,3Y
2024-06-03,0.005114311261722036,0.008994235468749896,0.011387355168895358,0.014086247093326704,0.01724048322361353,0.019711534201342973,0.023008692192921745,0.02560458227695012,0.02894553101567898,0.03207415257405048,0.034831296101452955,0.03773051436294926
2024-06-04,0.005117425261722035,0.008994235468749896,0.011387355168895358,0.014086247093326704,0.017280274223613536,0.019711534201342973,0.023008692192921745,0.02560458227695012,0.028945131015678974,0.03207415257405048,0.03490143710145295,0.03773051436294926
2024-06-05,0.004979099261722034,0.008994235468749896,0.011387355168895358,0.014086247093326704,0.017280647223613534,0.019711534201342973,0.023008692192921745,0.02560458227695012,0.028940653015678972,0.03206948557405048,0.03490143710145295,0.03772632836294926
2024-06-06,0.005117425261722035,0.008506344468749899,0.011387355168895358,0.014086247093326704,0.017273583223613533,0.019710040201342968,0.023008692192921745,0.02560009927695012,0.028935540015678978,0.032068029574050486,0.034897015101452954,0.037722199362949266
2024-06-07,0.005111197261722038,0.0083828314687499,0.011348809168895357,0.014079423093326701,0.01727415322361353,0.01970932620134297,0.023004102192921747,0.025594687276950117,0.028939782015678973,0.03207125857405048,0.03489321310145295,0.037721672362949266
2024-06-10,0.005117425261722035,0.008389232468749896,0.011348809168895357,0.014086247093326704,0.017280274223613536,0.019716988201342968,0.023009381192921743,0.02560458227695012,0.028945131015678974,0.03207785257405049,0.03490192510145295,0.03773051436294926
2024-06-11,0.005117425261722035,0.008389232468749896,0.011348809168895357,0.014086247093326704,0.017280274223613536,0.019716988201342968,0.023009381192921743,0.02560458227695012,0.028945131015678974,0.03207785257405049,0.03490192510145295,0.03773051436294926
2024-06-12,0.005117425261722035,0.008389232468749896,0.011348809168895357,0.014152809093326703,0.01735707422361353,0.01979433120134297,0.023009381192921743,0.02560268427695012,0.028937902015678977,0.03207036457405049,0.03490192510145295,0.037724914362949266
2024-06-13,0.005117425261722035,0.008389232468749896,0.011348809168895357,0.014152809093326703,0.017273583223613533,0.019788416201342973,0.023009381192921743,0.025598207276950117,0.028935540015678978,0.032065920574050485,0.034897503101452954,0.03772078336294926
2024-06-14,0.00524948226172204,0.0083828314687499,0.011348809168895357,0.014145967093326703,0.017273774223613536,0.019786652201342972,0.023004102192921747,0.02559278327695012,0.02893954601567898,0.03206843557405048,0.03489321310145295,0.037720247362949266
2024-06-17,0.005403943261722034,0.008633207468749897,0.011464443168895354,0.014371481093326706,0.017644258223613533,0.02015945620134297,0.023376471192921744,0.026006197276950114,0.02938593201567898,0.03243803857405049,0.035467067101452955,0.03840376436294926
2024-06-18,0.005403943261722034,0.008633207468749897,0.011464443168895354,0.014371481093326706,0.017605867223613535,0.020053130201342972,0.023046175192921743,0.025450115276950114,0.028825537015678974,0.03179557557405048,0.034828789101452956,0.037609486362949265
2024-06-19,0.005403943261722034,0.0082623534687499,0.011387355168895358,0.014304934093326706,0.01753868022361353,0.019979161201342972,0.022969831192921744,0.02537395927695012,0.028744272015678977,0.03171651557405049,0.03471259310145295,0.03749900536294927
2024-06-20,0.005255747261722038,0.008018333468749896,0.011310262168895358,0.014228874093326703,0.017455554223613536,0.01989807620134297,0.02289348219292174,0.02529366427695012,0.02866331201567898,0.03163680857405049,0.03464211310145295,0.03741906436294927
2024-06-21,0.00524948226172204,0.007524025468749897,0.011310262168895358,0.014222012093326707,0.01745613022361353,0.019900814201342973,0.022888229192921744,0.025288236276950118,0.028667513015678974,0.03164229457405049,0.03463784110145295,0.037418495362949264
2024-06-24,0.005295267261722039,0.0077742834687499,0.01124280216889536,0.014152809093326703,0.017356594223613533,0.019799886201342973,0.02281695619292174,0.025231926276950114,0.02859741101567898,0.03158155057405049,0.034570235101452955,0.03735101736294927
2024-06-25,0.005295267261722039,0.0077742834687499,0.01124280216889536,0.014152809093326703,0.017356594223613533,0.019799886201342973,0.02281695619292174,0.025231926276950114,0.02859741101567898,0.03158155057405049,0.034570235101452955,0.03735101736294927
2024-06-26,0.005107545261722038,0.008447789468749897,0.01124280216889536,0.014152809093326703,0.01735710122361353,0.01979380320134297,0.02281695619292174,0.025231926276950114,0.028593099015678972,0.03157291457405048,0.034570235101452955,0.03734689436294926
2024-06-27,0.005324906261722037,0.008603932468749902,0.011541527168895359,0.014228874093326703,0.017349805223613533,0.01978648420134297,0.02281164219292174,0.025225385276950115,0.028587850015678973,0.031567529574050485,0.034562115101452955,0.03734120436294926
2024-06-28,0.005782823261722039,0.008890132468749895,0.012071358168895353,0.014516630093326703,0.01785766722361353,0.020226564201342973,0.02303008519292174,0.02547490127695012,0.028387468015678975,0.03143285557405048,0.034501976101452954,0.037525091362949264
2024-07-01,0.0059176482617220375,0.008890132468749895,0.012067947168895359,0.014523572093326706,0.017863583223613533,0.020219879201342973,0.023034370192921746,0.025484812276950115,0.028392611015678974,0.03142482057405048,0.03451046010145295,0.03753394436294927
2024-07-02,0.005789228261722033,0.008747056468749896,0.012067947168895359,0.014523572093326706,0.017863933223613536,0.02022662420134297,0.023034370192921746,0.025484812276950115,0.028392823015678973,0.03142623157405049,0.03451046010145295,0.03753394436294927
2024-07-03,0.005542255261722036,0.008669002468749895,0.012067947168895359,0.014304934093326706,0.017797433223613532,0.02015303420134297,0.022956662192921744,0.02541298327695012,0.028321938015678973,0.031355603574050483,0.03442907810145295,0.03745699136294926
