Date,3M,6M,9M,1Y,15M,18M,21M,2Y,27M,30M,33M,3Y,5Y,7Y,10Y,15Y,20Y,30Y
2026-08-18,0.07744909871177758,0.07970697958555716,0.08076096281618375,0.07898676574764353,0.07965734295119371,0.07990586670947865,0.07985066281370756,0.07777021842368624,0.07825170283477723,0.0786654539538298,0.07867273103704402,0.0787193461220935,0.08435640107014063,0.08498361861866294,0.08656758621107699,0.08825482360026249,0.08970379771353418,0.09105764055124432
2026-08-17,0.07744909871177758,0.07861157552660138,0.0798757694445519,0.07898676574765619,0.07965734295120729,0.07992076994798135,0.07987373494000598,0.077769927494972,0.07825888955169763,0.07867081337980399,0.07868741144541763,0.07872506088330286,0.08446034910463208,0.08499318467263044,0.08661800349901069,0.0882256888892491,0.08968339867513628,0.09104108888037592
2026-08-14,0.07641317582256393,0.08226102273438897,0.07987576944456808,0.07897011878408923,0.07965444318978769,0.07986953073921813,0.07986759783896259,0.07776894890247156,0.07826145971361066,0.07864856418814137,0.07868767623647346,0.07872498934992962,0.08434455665443308,0.08491236652873409,0.0862661214426498,0.088294409689689,0.08981104623366606,0.09112989085234474
2026-08-13,0.07609554615124992,0.08225188188953184,0.07987576944456808,0.07898676574765619,0.07964745748311083,0.07986404583654888,0.07986213626043959,0.07776497853917237,0.07826227622943886,0.07864960631807012,0.07868472801278777,0.07872400522095273,0.08446163735328252,0.08492995864925237,0.08623583930551461,0.088286449948946,0.08980482587723522,0.09112524747531026
2026-08-12,0.0762623130751898,0.08227016627934233,0.08076096281610884,0.07898676574765619,0.07966230983136072,0.07985542358910303,0.07984861310092888,0.07776089256901456,0.07825658251026553,0.07864875934574414,0.07866632526445938,0.07872019075326588,0.08431174318127777,0.08485910340900096,0.08626535118119709,0.08830692399364805,0.08982023896149736,0.09113684495934697
2026-08-11,0.0766841040071358,0.08227016627934255,0.08076096281618335,0.07898676574765619,0.07966054439780278,0.07986731434997443,0.07984827149235393,0.07776818196778211,0.0782516314535241,0.0786443192256643,0.07867273103723373,0.07871934612234907,0.0844313206001825,0.0849854194206465,0.08632220185000933,0.08844587462045914,0.08995549069699263,0.09126964633868226
2026-08-10,0.07668410400713711,0.08227016627934255,0.08076096281618335,0.07902372715071518,0.07966054439780268,0.07986691679049358,0.07984792988670204,0.07776639952320698,0.07825881783021961,0.07864067077746545,0.0786727310372337,0.07872405259815611,0.08442758643342463,0.08495005125106402,0.08630092378921683,0.08845781653860794,0.08996722914791497,0.09127541891511932
2026-08-07,0.07680536135953454,0.0822610227343973,0.08076096281618335,0.07900706480850758,0.07965276926219904,0.07986668768628548,0.07984183353205064,0.07776469335564623,0.07825870345666118,0.07864852863601092,0.07867298063370898,0.07872348916948149,0.08432218240668063,0.08493783198805704,0.08630235004172561,0.0884719095959119,0.08997573873451226,0.0912812843405316
2026-08-06,0.07668410400713727,0.08225188188953196,0.08076096281618335,0.07902372715071522,0.07964500471702861,0.07986109381583029,0.07983641233244325,0.07776145555993344,0.07825907169583758,0.07864950246269334,0.0786700320443571,0.07872301001098325,0.08428977387087969,0.08485832779024707,0.08628066353029938,0.08849587223846743,0.08990904864531674,0.09118981390538242
2026-08-05,0.07682142161121414,0.08227016627934267,0.08076096281618335,0.07902372715071522,0.07965996968732093,0.07985265123014117,0.07984622190228528,0.07775737450664912,0.07825348747970093,0.07864875837129119,0.07866632526445927,0.07871918148554792,0.08436458897172279,0.08487495235751166,0.08633396061722168,0.08861140981651028,0.08993272756726187,0.0912225097848042
